timestamp,heapTotalMB,heapUsedMB,eventLoopLagMs,parityHealthy,brokenLinks
2026-05-30T05:16:21.179Z,12.16,9.69,29.96,false,925
2026-05-30T05:16:23.610Z,18.21,12.37,13.92,false,925
2026-05-30T05:16:25.783Z,18.46,8.28,9.48,false,925
2026-05-30T05:16:27.962Z,19.02,10.93,14.81,false,925
2026-05-30T05:16:30.120Z,19.02,10.46,5.38,false,925
